Username,Url,Datetime,Rule,Lobby,Stage,Win,X Power,Time,Game Version,Stats,A1 Main Weapon,A1 Sub Weapon,A1 Special Weapon,A1 Inked,A1 Kill & Assist,A1 Kill,A1 Assist,A1 Death,A1 Specials,A2 Main Weapon,A2 Sub Weapon,A2 Special Weapon,A2 Inked,A2 Kill & Assist,A2 Kill,A2 Assist,A2 Death,A2 Specials,A3 Main Weapon,A3 Sub Weapon,A3 Special Weapon,A3 Inked,A3 Kill & Assist,A3 Kill,A3 Assist,A3 Death,A3 Specials,A4 Main Weapon,A4 Sub Weapon,A4 Special Weapon,A4 Inked,A4 Kill & Assist,A4 Kill,A4 Assist,A4 Death,A4 Specials,B1 Main Weapon,B1 Sub Weapon,B1 Special Weapon,B1 Inked,B1 Kill & Assist,B1 Kill,B1 Assist,B1 Death,B1 Specials,B2 Main Weapon,B2 Sub Weapon,B2 Special Weapon,B2 Inked,B2 Kill & Assist,B2 Kill,B2 Assist,B2 Death,B2 Specials,B3 Main Weapon,B3 Sub Weapon,B3 Special Weapon,B3 Inked,B3 Kill & Assist,B3 Kill,B3 Assist,B3 Death,B3 Specials,B4 Main Weapon,B4 Sub Weapon,B4 Special Weapon,B4 Inked,B4 Kill & Assist,B4 Kill,B4 Assist,B4 Death,B4 Specials
imspace,https://stat.ink/@imspace/spl3/2b6779a0-4024-4e25-b3cc-616fcbd51880,2022-12-06 02:10:36+09:00,area,xmatch,chozame,alpha,2230.4,234,v2.0.0,allow,sshooter,kyubanbomb,ultrashot,894,11,9,2,5,4,dualsweeper,splashbomb,hopsonar,1107,13,11,2,8,3,sshooter_collabo,splashbomb,tripletornado,1168,9,8,1,4,5,rpen_5h,sprinkler,energystand,635,6,1,5,5,2,squiclean_a,pointsensor,greatbarrier,641,9,9,0,10,1,wakaba,splashbomb,greatbarrier,1012,7,4,3,7,4,sshooter_collabo,splashbomb,tripletornado,1153,3,2,1,5,4,kelvin525,splashshield,nicedama,754,7,7,0,7,3
nicks,https://stat.ink/@nicks/spl3/98dba662-ba77-4c69-b35c-6e4857cb52a5,2022-12-06 02:08:44+09:00,area,xmatch,chozame,bravo,2008.9,77,v2.0.0,deny,furo,sprinkler,amefurashi,297,1,1,0,3,0,96gal,sprinkler,kyuinki,279,1,1,0,2,1,sshooter_collabo,splashbomb,tripletornado,458,1,1,0,3,1,sharp,quickbomb,kanitank,328,0,0,0,3,1,sshooter,kyubanbomb,ultrashot,408,6,6,0,1,1,96gal,sprinkler,kyuinki,347,4,2,2,1,1,sshooter_collabo,splashbomb,tripletornado,393,3,2,1,0,1,explosher,pointsensor,amefurashi,386,2,1,1,1,1
ngxx_ga,https://stat.ink/@ngxx_ga/spl3/392b356e-8f59-4e49-942f-aa66341d599d,2022-12-06 02:07:00+09:00,area,xmatch,kusaya,bravo,1756.5,129,v2.0.0,allow,promodeler_rg,sprinkler,nicedama,906,1,0,1,4,3,variableroller,trap,missile,820,4,3,1,3,3,splatroller,curlingbomb,greatbarrier,396,2,1,1,4,1,bold,curlingbomb,ultrahanko,492,1,1,0,6,4,sshooter,kyubanbomb,ultrashot,681,8,7,1,0,3,wakaba,splashbomb,greatbarrier,862,5,4,1,0,3,variableroller,trap,missile,893,6,3,3,1,3,carbon_deco,quickbomb,ultrashot,274,5,3,2,4,0
bernchan07,https://stat.ink/@bernchan07/spl3/83983fcc-8f84-4796-b2b0-14af758dd82e,2022-12-06 02:05:45+09:00,area,xmatch,kusaya,bravo,2358.3,135,v2.0.0,allow,sshooter_collabo,splashbomb,tripletornado,725,2,2,0,4,4,screwslosher,tansanbomb,nicedama,653,2,2,0,4,2,wakaba,splashbomb,greatbarrier,858,2,1,1,4,2,prime_collabo,kyubanbomb,nicedama,601,2,2,0,4,2,dualsweeper,splashbomb,hopsonar,783,7,4,3,1,3,bucketslosher_deco,linemarker,shokuwander,531,7,6,1,3,0,sharp,quickbomb,kanitank,716,7,5,2,2,2,sshooter_collabo,splashbomb,tripletornado,867,2,1,1,1,3
lin010151,https://stat.ink/@lin010151/spl3/09ea232f-9b7f-422a-b7b8-feb020260967,2022-12-06 02:04:49+09:00,area,xmatch,kusaya,bravo,2344.9,75,v2.0.0,allow,sshooter_collabo,splashbomb,tripletornado,413,2,2,0,4,1,longblaster,kyubanbomb,hopsonar,325,5,4,1,3,0,sharp,quickbomb,kanitank,314,1,0,1,3,1,carbon_deco,quickbomb,ultrashot,298,2,2,0,3,1,carbon_deco,quickbomb,ultrashot,369,7,7,0,1,1,sshooter,kyubanbomb,ultrashot,338,4,1,3,3,1,explosher,pointsensor,amefurashi,455,3,1,2,2,1,sharp,quickbomb,kanitank,426,5,3,2,2,1
ngxx_ga,https://stat.ink/@ngxx_ga/spl3/51dad950-d248-4876-be02-cbfedc92cd5c,2022-12-06 02:03:22+09:00,area,xmatch,kusaya,bravo,1756.5,223,v2.0.0,allow,drivewiper,torpedo,ultrahanko,934,6,4,2,7,3,prime_collabo,kyubanbomb,nicedama,888,9,4,5,8,3,momiji,torpedo,hopsonar,1257,8,5,3,5,4,sharp,quickbomb,kanitank,1047,4,1,3,3,4,sharp,quickbomb,kanitank,1215,10,7,3,3,5,splatroller,curlingbomb,greatbarrier,940,10,7,3,5,4,sshooter_collabo,splashbomb,tripletornado,1068,6,5,1,3,4,prime_collabo,kyubanbomb,nicedama,1058,4,4,0,3,5
arumican13,https://stat.ink/@arumican13/spl3/6523203c-105c-4aa7-a622-e1581bc23464,2022-12-06 02:01:51+09:00,area,xmatch,kusaya,bravo,2272.9,300,v2.0.0,allow,hydra,robotbomb,nicedama,1211,10,6,4,4,5,liter4k,trap,hopsonar,1181,7,7,0,2,5,furo,sprinkler,amefurashi,1572,7,2,5,11,5,momiji,torpedo,hopsonar,1416,5,4,1,9,6,barrelspinner,sprinkler,hopsonar,1197,11,7,4,5,4,liter4k,trap,hopsonar,1193,9,7,2,3,5,explosher,pointsensor,amefurashi,1583,9,7,2,6,4,sshooter_collabo,splashbomb,tripletornado,1365,6,5,1,7,4
lentan,https://stat.ink/@lentan/spl3/76a4967e-4a07-4bbc-9c71-155bcb76bbcc,2022-12-06 01:59:28+09:00,area,xmatch,chozame,bravo,2377.0,95,v2.0.0,allow,liter4k,trap,hopsonar,218,1,1,0,4,0,sshooter,kyubanbomb,ultrashot,497,2,2,0,1,2,prime_collabo,kyubanbomb,nicedama,571,0,0,0,3,2,dynamo,sprinkler,energystand,316,0,0,0,4,0,momiji,torpedo,hopsonar,619,5,4,1,0,3,nautilus47,pointsensor,amefurashi,301,5,3,2,2,0,liter4k,trap,hopsonar,326,4,4,0,1,0,campingshelter,jumpbeacon,kyuinki,337,3,0,3,0,1
ngxx_ga,https://stat.ink/@ngxx_ga/spl3/f6b6c469-34d3-4103-a73b-ac1833a82f64,2022-12-06 01:58:12+09:00,area,xmatch,chozame,alpha,1756.5,145,v2.0.0,allow,drivewiper,torpedo,ultrahanko,467,4,4,0,4,3,dualsweeper,splashbomb,hopsonar,520,7,5,2,2,2,heroshooter_replica,kyubanbomb,ultrashot,649,7,5,2,2,2,promodeler_rg,sprinkler,nicedama,961,3,1,2,1,4,nzap85,kyubanbomb,energystand,671,6,3,3,4,2,splatroller,curlingbomb,greatbarrier,474,5,4,1,6,2,dualsweeper,splashbomb,hopsonar,631,4,2,2,3,3,momiji,torpedo,hopsonar,626,2,0,2,3,2
lin010151,https://stat.ink/@lin010151/spl3/ba71780a-5b40-43bc-9fc5-cf829a8d739e,2022-12-06 01:57:11+09:00,area,xmatch,kusaya,bravo,2356.2,172,v2.0.0,allow,sshooter_collabo,splashbomb,tripletornado,986,10,9,1,5,3,explosher,pointsensor,amefurashi,971,4,2,2,4,4,dynamo,sprinkler,energystand,876,2,2,0,4,3,furo,sprinkler,amefurashi,864,1,1,0,6,3,jimuwiper,quickbomb,shokuwander,892,8,6,2,2,4,explosher,pointsensor,amefurashi,1327,8,7,1,2,4,quadhopper_black,robotbomb,sameride,718,6,3,3,7,1,longblaster,kyubanbomb,hopsonar,698,6,3,3,3,2
ore,https://stat.ink/@ore/spl3/7afb352d-8b17-476b-b3d5-f58d27bd8a95,2022-12-06 01:56:19+09:00,area,xmatch,chozame,alpha,2064.5,192,v2.0.0,allow,sshooter,kyubanbomb,ultrashot,889,5,4,1,2,2,jimuwiper,quickbomb,shokuwander,987,11,11,0,2,2,wakaba,splashbomb,greatbarrier,786,5,2,3,4,3,carbon_deco,quickbomb,ultrashot,670,8,7,1,3,2,momiji,torpedo,hopsonar,577,6,4,2,6,2,drivewiper,torpedo,ultrahanko,938,5,3,2,6,3,wakaba,splashbomb,greatbarrier,856,0,0,0,6,3,variableroller,trap,missile,834,5,3,2,6,3
arumican13,https://stat.ink/@arumican13/spl3/0e99daf9-045e-4d95-8fce-d2bf62ff44ad,2022-12-06 01:55:00+09:00,area,xmatch,chozame,alpha,2272.9,89,v2.0.0,allow,barrelspinner,sprinkler,hopsonar,480,2,0,2,0,1,sshooter_collabo,splashbomb,tripletornado,331,6,4,2,2,0,liter4k,trap,hopsonar,317,2,1,1,0,1,nova_neo,tansanbomb,ultrahanko,357,5,4,1,1,1,liter4k,trap,hopsonar,269,2,2,0,1,1,screwslosher,tansanbomb,nicedama,442,1,1,0,3,1,sharp,quickbomb,kanitank,555,0,0,0,3,2,tristringer,poisonmist,megaphone51,422,0,0,0,2,2
ngxx_ga,https://stat.ink/@ngxx_ga/spl3/56ff3493-caf5-4a70-a676-6e1d3a9d7523,2022-12-06 01:54:26+09:00,area,xmatch,chozame,bravo,1756.5,164,v2.0.0,allow,drivewiper,torpedo,ultrahanko,696,6,5,1,5,2,maneuver,kyubanbomb,kanitank,651,5,2,3,2,2,momiji,torpedo,hopsonar,656,6,3,3,4,3,momiji,torpedo,hopsonar,736,4,3,1,2,3,l3reelgun,curlingbomb,kanitank,882,4,3,1,3,3,splatroller,curlingbomb,greatbarrier,494,7,7,0,6,1,momiji,torpedo,hopsonar,719,4,1,3,2,3,nzap85,kyubanbomb,energystand,834,4,2,2,3,2
nicks,https://stat.ink/@nicks/spl3/62f9e648-9e44-45d8-81d5-1bf63d9ceae8,2022-12-06 01:52:15+09:00,area,xmatch,kusaya,alpha,2021.3,112,v2.0.0,deny,furo,sprinkler,amefurashi,643,4,3,1,0,2,dualsweeper,splashbomb,hopsonar,565,9,6,3,1,2,prime_collabo,kyubanbomb,nicedama,416,8,3,5,1,1,momiji,torpedo,hopsonar,768,6,4,2,0,3,nzap85,kyubanbomb,energystand,754,2,2,0,3,1,prime_collabo,kyubanbomb,nicedama,433,0,0,0,5,1,furo,sprinkler,amefurashi,611,0,0,0,4,2,sshooter_collabo,splashbomb,tripletornado,487,0,0,0,4,2
mad_p,https://stat.ink/@mad_p/spl3/8b787433-a4c0-4bdb-8286-7bd59d51636a,2022-12-06 01:51:59+09:00,area,xmatch,kusaya,bravo,1990.3,200,v2.0.0,allow,nzap85,kyubanbomb,energystand,984,4,3,1,6,3,dualsweeper,splashbomb,hopsonar,708,7,6,1,8,2,tristringer,poisonmist,megaphone51,714,5,1,4,3,3,spaceshooter,pointsensor,megaphone51,970,3,1,2,6,4,kelvin525,splashshield,nicedama,725,10,9,1,3,3,hydra,robotbomb,nicedama,1033,9,7,2,0,4,52gal,splashshield,megaphone51,900,5,3,2,4,4,prime_collabo,kyubanbomb,nicedama,888,5,4,1,4,2
lentan,https://stat.ink/@lentan/spl3/58957072-3117-4685-af2f-7c9a0a2526c9,2022-12-06 01:51:09+09:00,area,xmatch,chozame,bravo,2387.0,300,v2.0.0,allow,liter4k,trap,hopsonar,890,9,3,6,2,5,nautilus47,pointsensor,amefurashi,861,9,7,2,6,3,wakaba,splashbomb,greatbarrier,1604,3,1,2,5,7,rapid,trap,tripletornado,1165,8,7,1,6,5,longblaster,kyubanbomb,hopsonar,692,8,5,3,9,2,splatspinner_collabo,poisonmist,greatbarrier,1660,4,3,1,3,5,sharp,quickbomb,kanitank,1586,7,7,0,5,6,liter4k,trap,hopsonar,900,4,4,0,1,4
nicks,https://stat.ink/@nicks/spl3/e781cb4d-7f37-474b-80e0-2261ff774b99,2022-12-06 01:49:05+09:00,area,xmatch,chozame,bravo,2021.3,234,v2.0.0,deny,furo,sprinkler,amefurashi,1257,5,4,1,4,5,wakaba,splashbomb,greatbarrier,1096,6,4,2,8,3,sshooter,kyubanbomb,ultrashot,897,8,7,1,9,3,splatroller,curlingbomb,greatbarrier,686,3,3,0,8,2,momiji,torpedo,hopsonar,1221,11,8,3,4,5,wakaba,splashbomb,greatbarrier,901,11,8,3,5,3,explosher,pointsensor,amefurashi,890,10,6,4,5,2,splatroller,curlingbomb,greatbarrier,948,8,7,1,4,3
lin010151,https://stat.ink/@lin010151/spl3/7a1b73d3-93fa-4123-92dc-b367610cc463,2022-12-06 01:47:57+09:00,area,xmatch,chozame,bravo,2356.2,200,v2.0.0,allow,sshooter_collabo,splashbomb,tripletornado,896,5,5,0,5,3,screwslosher,tansanbomb,nicedama,859,7,5,2,4,4,jimuwiper,quickbomb,shokuwander,955,5,2,3,6,2,dualsweeper,splashbomb,hopsonar,650,2,1,1,8,2,bottlegeyser,splashshield,ultrashot,686,14,8,6,3,3,sharp,quickbomb,kanitank,1228,9,7,2,3,5,jimuwiper,quickbomb,shokuwander,999,6,5,1,2,4,bucketslosher_deco,linemarker,shokuwander,567,6,3,3,5,1
ore,https://stat.ink/@ore/spl3/ea44b9a7-6c19-45d8-a698-ec8826f0abb2,2022-12-06 01:46:40+09:00,area,xmatch,chozame,bravo,2064.5,177,v2.0.0,allow,sshooter,kyubanbomb,ultrashot,807,2,2,0,3,2,quadhopper_black,robotbomb,sameride,960,4,3,1,8,4,hissen,poisonmist,jetpack,494,2,1,1,6,2,prime_collabo,kyubanbomb,nicedama,771,1,1,0,4,3,promodeler_rg,sprinkler,nicedama,1115,8,6,2,1,4,hotblaster,robotbomb,greatbarrier,556,8,8,0,3,2,momiji,torpedo,hopsonar,763,6,4,2,3,3,lact450,curlingbomb,missile,1121,5,3,2,1,5
arumican13,https://stat.ink/@arumican13/spl3/e89adcc1-ca02-4e36-b1c9-5d3cf46495d2,2022-12-06 01:45:23+09:00,area,xmatch,chozame,bravo,2272.9,205,v2.0.0,allow,barrelspinner,sprinkler,hopsonar,828,4,1,3,4,3,splatroller,curlingbomb,greatbarrier,625,6,6,0,5,2,sharp,quickbomb,kanitank,1035,4,2,2,4,5,sshooter_collabo,splashbomb,tripletornado,878,5,5,0,5,3,wakaba,splashbomb,greatbarrier,918,8,5,3,3,2,barrelspinner,sprinkler,hopsonar,834,7,6,1,4,4,drivewiper,torpedo,ultrahanko,772,6,3,3,4,4,sharp,quickbomb,kanitank,785,7,4,3,3,3
ngxx_ga,https://stat.ink/@ngxx_ga/spl3/088d9566-2fe0-4a05-ac28-20362515dd9f,2022-12-06 01:44:04+09:00,area,xmatch,chozame,alpha,1741.5,166,v2.0.0,allow,drivewiper,torpedo,ultrahanko,743,6,5,1,2,3,pablo,splashbomb,megaphone51,805,9,7,2,3,3,momiji,torpedo,hopsonar,786,3,1,2,3,3,explosher,pointsensor,amefurashi,588,1,1,0,5,1,carbon_deco,quickbomb,ultrashot,461,5,5,0,6,0,explosher,pointsensor,amefurashi,1072,4,2,2,1,4,sharp,quickbomb,kanitank,684,4,4,0,5,2,drivewiper,torpedo,ultrahanko,610,2,1,1,2,3
mad_p,https://stat.ink/@mad_p/spl3/06ca73f3-d500-4d99-a34d-ee6fbc04e2b0,2022-12-06 01:43:30+09:00,area,xmatch,chozame,bravo,,188,v2.0.0,allow,nzap85,kyubanbomb,energystand,939,2,2,0,4,3,wakaba,splashbomb,greatbarrier,1022,6,6,0,5,3,maneuver,kyubanbomb,kanitank,878,4,1,3,4,2,carbon_deco,quickbomb,ultrashot,483,2,2,0,6,2,drivewiper,torpedo,ultrahanko,960,9,9,0,1,4,momiji,torpedo,hopsonar,1003,5,2,3,2,5,sshooter,kyubanbomb,ultrashot,724,6,4,2,4,2,bold,curlingbomb,ultrahanko,683,4,4,0,4,4
bernchan07,https://stat.ink/@bernchan07/spl3/b9775594-9ff4-494e-b3ac-224f4144801e,2022-12-06 01:42:27+09:00,area,xmatch,chozame,alpha,2329.8,180,v2.0.0,allow,sshooter_collabo,splashbomb,tripletornado,814,7,7,0,4,3,heroshooter_replica,kyubanbomb,ultrashot,547,8,6,2,6,1,sharp,quickbomb,kanitank,1040,5,4,1,4,3,variableroller,trap,missile,984,1,1,0,2,3,sshooter_collabo,splashbomb,tripletornado,852,7,6,1,4,3,sharp,quickbomb,kanitank,794,6,5,1,4,3,dynamo,sprinkler,energystand,727,4,3,1,6,1,sshooter_collabo,splashbomb,tripletornado,717,5,2,3,4,2
arumican13,https://stat.ink/@arumican13/spl3/e4e7f66f-1473-4b4b-8749-4a9a795b19fa,2022-12-06 01:40:10+09:00,area,xmatch,kusaya,alpha,2246.8,300,v2.0.0,allow,barrelspinner,sprinkler,hopsonar,1188,5,3,2,8,5,sshooter_collabo,splashbomb,tripletornado,1327,22,21,1,10,4,liter4k_scope,trap,hopsonar,1283,10,6,4,3,5,furo,sprinkler,amefurashi,1608,6,2,4,6,6,quadhopper_black,robotbomb,sameride,1313,17,15,2,11,4,barrelspinner,sprinkler,hopsonar,1418,10,6,4,7,6,explosher,pointsensor,amefurashi,1629,5,3,2,6,6,liter4k,trap,hopsonar,896,5,3,2,8,2
mad_p,https://stat.ink/@mad_p/spl3/95328ea7-d026-4242-ae99-746fc35d8664,2022-12-06 01:39:00+09:00,area,xmatch,kusaya,alpha,,171,v2.0.0,allow,nzap85,kyubanbomb,energystand,791,7,5,2,4,2,momiji,torpedo,hopsonar,1196,13,7,6,0,6,sshooter_collabo,splashbomb,tripletornado,959,10,9,1,3,4,lact450,curlingbomb,missile,1072,1,0,1,2,4,momiji,torpedo,hopsonar,1369,3,1,2,2,6,prime_collabo,kyubanbomb,nicedama,1129,3,3,0,3,4,bold,curlingbomb,ultrahanko,653,4,4,0,8,1,sshooter_collabo,splashbomb,tripletornado,673,2,1,1,8,2
nicks,https://stat.ink/@nicks/spl3/f3f45ad8-5494-4a4e-8aa3-a3a206959844,2022-12-06 01:37:43+09:00,area,xmatch,kusaya,bravo,2021.3,74,v2.0.0,deny,furo,sprinkler,amefurashi,433,1,1,0,3,1,sharp,quickbomb,kanitank,332,2,0,2,4,1,momiji,torpedo,hopsonar,337,1,1,0,3,1,carbon_deco,quickbomb,ultrashot,263,1,1,0,3,1,pablo_hue,trap,ultrahanko,376,6,4,2,2,1,wakaba,splashbomb,greatbarrier,539,5,5,0,0,2,longblaster,kyubanbomb,hopsonar,271,4,3,1,1,1,momiji,torpedo,hopsonar,370,2,1,1,0,1
lin010151,https://stat.ink/@lin010151/spl3/b7ad4756-0fa8-437a-8959-227b311c6c25,2022-12-06 01:37:22+09:00,area,xmatch,chozame,alpha,2356.2,86,v2.0.0,allow,sshooter_collabo,splashbomb,tripletornado,368,6,6,0,2,0,sharp,quickbomb,kanitank,399,6,1,5,0,1,wakaba,splashbomb,greatbarrier,582,3,1,2,0,2,dualsweeper,splashbomb,hopsonar,509,4,2,2,1,2,dualsweeper,splashbomb,hopsonar,536,2,0,2,2,1,sshooter_collabo,splashbomb,tripletornado,436,2,2,0,3,1,momiji,torpedo,hopsonar,466,1,1,0,3,2,sputtery_hue,torpedo,sameride,290,0,0,0,3,0
mad_p,https://stat.ink/@mad_p/spl3/c7c11c52-9328-4312-b78b-fc397f91b72f,2022-12-06 01:34:38+09:00,area,xmatch,chozame,bravo,,120,v2.0.0,allow,nzap85,kyubanbomb,energystand,495,1,1,0,4,0,wakaba,splashbomb,greatbarrier,603,3,2,1,2,1,drivewiper,torpedo,ultrahanko,400,3,2,1,4,1,hydra,robotbomb,nicedama,434,1,1,0,3,1,quadhopper_black,robotbomb,sameride,605,5,5,0,1,2,hydra,robotbomb,nicedama,538,4,4,0,1,1,carbon_deco,quickbomb,ultrashot,422,4,3,1,2,2,sharp,quickbomb,kanitank,709,1,1,0,2,1
ore,https://stat.ink/@ore/spl3/3dc47c7d-8be9-4b29-88fd-77f2299d1955,2022-12-06 01:34:08+09:00,area,xmatch,kusaya,alpha,2025.3,249,v2.0.0,allow,sshooter,kyubanbomb,ultrashot,895,12,9,3,7,2,wakaba,splashbomb,greatbarrier,1355,8,6,2,4,4,furo,sprinkler,amefurashi,1404,6,3,3,6,5,liter4k,trap,hopsonar,839,5,3,2,6,3,sputtery_hue,torpedo,sameride,939,14,11,3,8,3,furo,sprinkler,amefurashi,1446,8,4,4,4,5,liter4k,trap,hopsonar,927,4,3,1,4,3,52gal,splashshield,megaphone51,986,7,5,2,6,5
ngxx_ga,https://stat.ink/@ngxx_ga/spl3/19d9e94c-0530-4eb3-b68a-68be8ae2204a,2022-12-06 01:33:41+09:00,area,xmatch,chozame,bravo,1741.5,98,v2.0.0,allow,drivewiper,torpedo,ultrahanko,443,1,1,0,3,3,momiji,torpedo,hopsonar,575,2,0,2,1,3,52gal,splashshield,megaphone51,486,1,1,0,2,2,promodeler_rg,sprinkler,nicedama,541,1,1,0,3,2,momiji,torpedo,hopsonar,452,3,2,1,0,2,spygadget,trap,sameride,403,3,3,0,1,1,52gal,splashshield,megaphone51,506,3,3,0,1,2,wakaba,splashbomb,greatbarrier,574,2,1,1,1,2
bernchan07,https://stat.ink/@bernchan07/spl3/3cd49229-c813-4ca5-966d-6cc43c2ca826,2022-12-06 01:31:37+09:00,area,xmatch,chozame,bravo,2344.1,276,v2.0.0,allow,sshooter_collabo,splashbomb,tripletornado,1254,4,1,3,6,5,wakaba,splashbomb,greatbarrier,1359,7,5,2,6,5,longblaster,kyubanbomb,hopsonar,775,9,8,1,9,2,sharp,quickbomb,kanitank,1404,4,4,0,7,5,sshooter,kyubanbomb,ultrashot,1164,11,10,1,5,4,sharp,quickbomb,kanitank,1138,9,5,4,4,4,explosher,pointsensor,amefurashi,1123,8,5,3,7,2,sshooter_collabo,splashbomb,tripletornado,1455,10,7,3,5,6
ngxx_ga,https://stat.ink/@ngxx_ga/spl3/5c4501ae-94d1-4e57-bdd0-4c8fc0cf36be,2022-12-06 01:30:44+09:00,area,xmatch,chozame,bravo,1741.5,228,v2.0.0,allow,drivewiper,torpedo,ultrahanko,806,11,9,2,6,3,wakaba,splashbomb,greatbarrier,1176,8,6,2,5,4,splatroller,curlingbomb,greatbarrier,616,8,6,2,7,2,prime_collabo,kyubanbomb,nicedama,726,5,4,1,5,4,splatroller,curlingbomb,greatbarrier,682,8,7,1,7,2,prime_collabo,kyubanbomb,nicedama,882,7,5,2,5,3,promodeler_rg,sprinkler,nicedama,1127,7,6,1,6,4,splatroller,curlingbomb,greatbarrier,770,6,5,1,7,3
lentan,https://stat.ink/@lentan/spl3/d1ad4ed9-31ee-4457-b1d9-aaf802ced6da,2022-12-06 01:30:18+09:00,area,xmatch,kusaya,alpha,2387.0,300,v2.0.0,allow,liter4k,trap,hopsonar,1226,6,3,3,3,6,sshooter,kyubanbomb,ultrashot,1591,15,10,5,6,6,momiji,torpedo,hopsonar,1692,7,3,4,2,9,prime,linemarker,kanitank,952,9,8,1,7,4,kelvin525,splashshield,nicedama,1127,9,7,2,6,5,sharp,quickbomb,kanitank,1696,6,4,2,7,6,liter4k,trap,hopsonar,1190,5,4,1,4,4,sshooter_collabo,splashbomb,tripletornado,1501,4,3,1,7,5
mad_p,https://stat.ink/@mad_p/spl3/8be94f82-a6d3-4645-9d22-4d99e6942391,2022-12-06 01:28:19+09:00,area,xmatch,kusaya,bravo,,300,v2.0.0,allow,nzap85,kyubanbomb,energystand,1345,11,8,3,9,3,sshooter_collabo,splashbomb,tripletornado,1532,6,5,1,9,8,screwslosher,tansanbomb,nicedama,1286,9,7,2,10,4,liter4k,trap,hopsonar,903,8,5,3,4,5,hotblaster,robotbomb,greatbarrier,1169,20,18,2,10,3,sshooter_collabo,splashbomb,tripletornado,1412,9,9,0,9,5,liter4k_scope,trap,hopsonar,1166,11,3,8,3,4,momiji,torpedo,hopsonar,1384,8,2,6,3,7
lin010151,https://stat.ink/@lin010151/spl3/524ac4fa-ae01-4a4d-80d7-f717ae69257d,2022-12-06 01:27:40+09:00,area,xmatch,chozame,alpha,2368.2,133,v2.0.0,allow,sshooter_collabo,splashbomb,tripletornado,348,4,3,1,4,0,52gal,splashshield,megaphone51,467,7,7,0,3,1,wakaba,splashbomb,greatbarrier,891,5,4,1,1,3,barrelspinner,sprinkler,hopsonar,658,3,2,1,0,2,sputtery_hue,torpedo,sameride,452,7,5,2,6,0,sshooter_collabo,splashbomb,tripletornado,726,2,1,1,5,2,kugelschreiber,tansanbomb,jetpack,500,0,0,0,2,2,sharp,quickbomb,kanitank,554,2,2,0,4,1
ngxx_ga,https://stat.ink/@ngxx_ga/spl3/6f549d4d-ef93-4e16-a478-699244200b7a,2022-12-06 01:25:10+09:00,area,xmatch,kusaya,alpha,1713.9,216,v2.0.0,allow,drivewiper,torpedo,ultrahanko,850,8,7,1,5,3,prime,linemarker,kanitank,835,14,10,4,4,2,sharp,quickbomb,kanitank,916,9,6,3,5,2,hydra,robotbomb,nicedama,779,11,9,2,6,3,prime_collabo,kyubanbomb,nicedama,702,10,8,2,10,1,tristringer,poisonmist,megaphone51,1109,4,2,2,4,6,sshooter,kyubanbomb,ultrashot,829,8,6,2,9,1,carbon_deco,quickbomb,ultrashot,643,6,3,3,9,3
Axdong,https://stat.ink/@Axdong/spl3/8f628d04-8765-48fb-9d44-19453474c8dc,2022-12-06 01:23:59+09:00,area,xmatch,chozame,bravo,2560.0,139,v2.0.0,allow,variableroller,trap,missile,1009,1,0,1,2,4,barrelspinner,sprinkler,hopsonar,747,4,2,2,3,3,liter4k,trap,hopsonar,388,3,3,0,2,3,l3reelgun,curlingbomb,kanitank,734,1,1,0,4,2,wakaba,splashbomb,greatbarrier,1008,5,3,2,0,3,jimuwiper,quickbomb,shokuwander,614,6,6,0,3,1,liter4k,trap,hopsonar,394,2,1,1,1,1,barrelspinner,sprinkler,hopsonar,756,1,1,0,2,3
lentan,https://stat.ink/@lentan/spl3/93da1223-ced8-456d-b608-9a45646a315a,2022-12-06 01:23:54+09:00,area,xmatch,kusaya,bravo,2397.0,100,v2.0.0,allow,liter4k,trap,hopsonar,495,1,0,1,1,2,sshooter_collabo,splashbomb,tripletornado,481,1,1,0,5,1,sharp,quickbomb,kanitank,493,0,0,0,4,2,carbon_deco,quickbomb,ultrashot,267,0,0,0,3,0,sshooter_collabo,splashbomb,tripletornado,561,6,5,1,0,2,drivewiper,torpedo,ultrahanko,482,6,5,1,1,1,liter4k_scope,trap,hopsonar,380,4,3,1,0,1,momiji,torpedo,hopsonar,641,3,0,3,0,3
mad_p,https://stat.ink/@mad_p/spl3/2e4f9143-ab80-4dd8-acbf-d351943a4665,2022-12-06 01:21:59+09:00,area,xmatch,chozame,alpha,,104,v2.0.0,allow,nzap85,kyubanbomb,energystand,466,4,2,2,1,1,sshooter,kyubanbomb,ultrashot,450,6,5,1,2,1,pablo,splashbomb,megaphone51,678,4,3,1,1,3,liter4k,trap,hopsonar,263,3,2,1,1,1,drivewiper,torpedo,ultrahanko,364,4,3,1,4,1,promodeler_mg,tansanbomb,sameride,531,1,1,0,4,2,sshooter,kyubanbomb,ultrashot,419,0,0,0,2,2,liter4k,trap,hopsonar,297,1,1,0,2,2
